algorithm	localsearch	alpha	beta	rho	ants	q0	rasrank	elitistants	nnls	dlb
"acs"	"3"	4.72	8.12	0.18	52	0.31	NA	NA	26	"1"
"eas"	"3"	1.82	3.51	0.98	95	NA	NA	229	49	"0"
"acs"	"3"	2.21	8.66	0.22	7	0.72	NA	NA	38	"0"
"mmas"	"3"	3.83	6.3	0.24	36	NA	NA	NA	43	"0"
"mmas"	"3"	4.26	4.7	0.12	29	NA	NA	NA	20	"1"
"ras"	"3"	4.5	2.86	0.93	58	NA	26	NA	30	"1"
"acs"	"3"	2.45	2.5	0.98	49	0.05	NA	NA	25	"0"
"mmas"	"3"	4.62	4.24	0.05	13	NA	NA	NA	30	"1"
"mmas"	"3"	4.53	3.35	0.14	26	NA	NA	NA	26	"1"
"ras"	"3"	2.69	1.67	0.97	51	NA	29	NA	24	"0"
"ras"	"3"	3.38	4.51	0.88	52	NA	23	NA	30	"0"
"ras"	"3"	2.64	3.36	0.92	49	NA	20	NA	27	"0"
"mmas"	"3"	3.68	3.72	0.12	27	NA	NA	NA	19	"1"
"ras"	"3"	2.38	1.65	0.84	58	NA	17	NA	27	"0"
"ras"	"3"	2.66	2.28	0.88	50	NA	10	NA	21	"0"
"ras"	"3"	2.23	0.85	0.79	53	NA	21	NA	25	"0"
"ras"	"3"	2.37	1.13	0.87	54	NA	14	NA	30	"0"
"ras"	"3"	2.5	3.47	0.93	51	NA	11	NA	25	"0"
"ras"	"3"	2.44	2.55	0.87	49	NA	14	NA	27	"0"
"ras"	"3"	2.3	1.08	0.83	52	NA	12	NA	29	"0"
"ras"	"3"	2.32	1.79	0.86	63	NA	17	NA	29	"0"
"ras"	"3"	2.6	2.96	0.94	51	NA	17	NA	28	"0"
"ras"	"3"	2.27	2.02	0.72	51	NA	17	NA	24	"0"
"ras"	"3"	2.28	1.12	0.84	54	NA	15	NA	29	"0"
"ras"	"3"	2.21	1.43	0.7	52	NA	16	NA	22	"0"
"ras"	"3"	2.29	1.66	0.87	63	NA	15	NA	30	"0"
"ras"	"3"	2.29	1.22	0.82	54	NA	14	NA	29	"0"
"ras"	"3"	2.36	1.2	0.71	48	NA	15	NA	21	"0"
"ras"	"3"	2.36	1.89	0.87	62	NA	18	NA	30	"0"
"as"	"3"	3.86	0.54	0.05	19	NA	NA	NA	19	"1"
"ras"	"3"	3.91	4.82	0.5	24	NA	16	NA	25	"0"
"mmas"	"3"	4.23	8.76	0.24	13	NA	NA	NA	35	"1"
"mmas"	"3"	4.8	2.78	0.18	79	NA	NA	NA	44	"0"
"acs"	"3"	4.24	6.41	0.39	23	0.22	NA	NA	27	"1"
"ras"	"3"	3.91	4.53	0.46	39	NA	20	NA	37	"0"
"mmas"	"3"	4.07	7.8	0.12	16	NA	NA	NA	38	"1"
"ras"	"3"	2.97	3.46	0.6	37	NA	22	NA	22	"0"
"ras"	"3"	4.22	6.12	0.74	58	NA	11	NA	43	"0"
"ras"	"3"	4.05	3.19	0.68	39	NA	18	NA	27	"0"
"mmas"	"3"	4.7	6.24	0.12	16	NA	NA	NA	39	"1"
"mmas"	"3"	4.29	8.35	0.14	17	NA	NA	NA	32	"1"
"ras"	"3"	3.01	4.07	0.61	36	NA	12	NA	22	"0"
"ras"	"3"	2.57	2.58	0.62	41	NA	15	NA	20	"0"
"ras"	"3"	2.48	2.74	0.61	41	NA	13	NA	22	"0"
"ras"	"3"	2.33	1.78	0.56	42	NA	18	NA	25	"0"
"ras"	"3"	2.05	2.44	0.58	33	NA	8	NA	18	"0"
"ras"	"3"	2.66	3.82	0.71	39	NA	11	NA	21	"0"
"ras"	"3"	2.43	3.34	0.59	37	NA	12	NA	23	"0"
"ras"	"3"	2.32	1.53	0.51	46	NA	17	NA	25	"0"
"ras"	"3"	2.37	2.71	0.64	37	NA	16	NA	19	"0"
"ras"	"3"	2.42	3.21	0.57	40	NA	11	NA	24	"0"
"ras"	"3"	2.44	3.18	0.62	47	NA	12	NA	19	"0"
"ras"	"3"	2.36	2.74	0.61	48	NA	13	NA	19	"0"
"ras"	"3"	4.14	6.27	0.87	86	NA	6	NA	32	"0"
"mmas"	"3"	1.95	5.65	0.56	32	NA	NA	NA	6	"0"
"mmas"	"3"	3.94	9.32	0.4	78	NA	NA	NA	16	"1"
"acs"	"3"	1.34	3.11	0.68	35	0.79	NA	NA	34	"1"
"acs"	"3"	3.21	1.47	0.6	36	0.74	NA	NA	17	"1"
"eas"	"3"	1.78	5.59	0.86	57	NA	NA	160	23	"0"
"acs"	"3"	4.08	2.48	0.58	66	0.83	NA	NA	16	"0"
"acs"	"3"	2.05	1.44	0.85	54	0.77	NA	NA	30	"0"
"acs"	"3"	2.01	3.69	0.88	42	0.65	NA	NA	35	"0"
"acs"	"3"	1.34	2.67	0.99	36	0.86	NA	NA	16	"1"
"ras"	"3"	3.91	5.03	0.96	91	NA	13	NA	48	"0"
"ras"	"3"	4.17	3.09	0.92	96	NA	16	NA	50	"0"
"acs"	"3"	3.86	3.44	0.62	74	0.64	NA	NA	9	"0"
"ras"	"3"	3.55	4.05	0.88	89	NA	14	NA	37	"0"
"ras"	"3"	3.89	4.84	0.97	83	NA	17	NA	44	"1"
"acs"	"3"	3.31	3.14	0.61	63	0.57	NA	NA	11	"0"
"ras"	"3"	3.92	4.42	0.89	84	NA	13	NA	47	"0"
"ras"	"3"	3.96	7.22	0.97	76	NA	10	NA	39	"0"
"ras"	"3"	3.03	2.87	0.93	78	NA	19	NA	41	"0"
"ras"	"3"	2.92	3.46	0.95	80	NA	16	NA	43	"0"
"ras"	"3"	3.59	4.05	0.77	92	NA	11	NA	39	"0"
"ras"	"3"	3.06	2.15	0.93	75	NA	21	NA	39	"0"
"ras"	"3"	2.93	2.94	0.95	78	NA	12	NA	41	"0"
"acs"	"3"	2.72	4.15	0.46	58	0.54	NA	NA	9	"0"
"ras"	"3"	2.75	1.68	0.84	75	NA	16	NA	41	"0"
"ras"	"3"	2.61	2.78	0.95	81	NA	9	NA	37	"0"
"ras"	"3"	3.13	1.37	0.87	72	NA	22	NA	39	"0"
"ras"	"3"	2.84	1.8	0.81	73	NA	17	NA	40	"0"
"ras"	"3"	2.61	1.13	0.86	72	NA	15	NA	40	"0"
"ras"	"3"	2.46	1.05	0.9	70	NA	16	NA	41	"0"
"ras"	"3"	2.45	0.84	0.9	69	NA	15	NA	42	"0"
"as"	"3"	4.23	4.46	0.83	27	NA	NA	NA	44	"1"
"acs"	"3"	3.55	2.07	0.17	24	0.23	NA	NA	10	"0"
"acs"	"3"	2.63	7.72	0.41	32	0.91	NA	NA	18	"0"
"acs"	"3"	3.49	5.32	0.27	34	0.68	NA	NA	19	"1"
"mmas"	"3"	3.57	6.3	0.18	15	NA	NA	NA	12	"0"
"acs"	"3"	3.71	8.06	0.82	71	0.69	NA	NA	8	"1"
"acs"	"3"	3.92	5.92	0.25	52	0.04	NA	NA	21	"1"
"acs"	"3"	3.94	6.26	0.15	41	0.3	NA	NA	11	"0"
"acs"	"3"	4.59	9.74	0.35	61	0.35	NA	NA	15	"0"
"acs"	"3"	2.8	6.78	0.89	67	0.96	NA	NA	10	"1"
"acs"	"3"	3.28	7.47	0.34	48	0.01	NA	NA	11	"1"
"acs"	"3"	3.81	7.43	0.62	62	0.7	NA	NA	11	"1"
"acs"	"3"	3.39	6.48	0.1	41	0.33	NA	NA	15	"0"
"acs"	"3"	3.98	7.14	0.8	68	0.68	NA	NA	10	"1"
"acs"	"3"	2.95	7.12	0.59	58	0.69	NA	NA	12	"1"
"acs"	"3"	3.93	6.72	0.62	66	0.66	NA	NA	11	"1"
"acs"	"3"	3.57	6.97	0.1	38	0.27	NA	NA	17	"0"
"acs"	"3"	4.07	7.02	0.9	72	0.66	NA	NA	9	"1"
"acs"	"3"	3.43	6.88	0.13	39	0.12	NA	NA	13	"0"
"acs"	"3"	3.33	7.07	0.13	42	0.25	NA	NA	14	"0"
"acs"	"3"	3.46	6.86	0.07	38	0.17	NA	NA	11	"0"
"acs"	"3"	3.38	6.6	0.08	41	0.21	NA	NA	10	"0"
"acs"	"3"	3.26	7.01	0.14	41	0.28	NA	NA	14	"0"
"acs"	"3"	3.55	7.05	0.1	38	0.1	NA	NA	14	"0"
"acs"	"3"	3.52	7.01	0.1	40	0.2	NA	NA	11	"0"
"acs"	"3"	4.72	0.07	0.13	55	0.03	NA	NA	12	"0"
"as"	"3"	2.77	0.85	0.14	6	NA	NA	NA	33	"0"
"eas"	"3"	2.57	2.18	0.85	85	NA	NA	51	31	"0"
"ras"	"3"	4.02	0.38	0.4	81	NA	7	NA	30	"0"
"acs"	"3"	2.92	6.36	0.96	17	0.21	NA	NA	29	"0"
"acs"	"3"	3.24	4.98	0.52	47	0.31	NA	NA	30	"1"
"acs"	"3"	3.95	7.98	0.88	11	0.05	NA	NA	18	"0"
"acs"	"3"	2.47	6.6	0.77	35	0.28	NA	NA	31	"0"
"acs"	"3"	3.65	6.26	0.1	36	0	NA	NA	30	"1"
"acs"	"3"	3.9	4.72	0.64	70	0.41	NA	NA	30	"0"
"acs"	"3"	2.48	5.39	0.61	48	0.51	NA	NA	28	"0"
"acs"	"3"	3.98	6.36	0.77	68	0.19	NA	NA	38	"0"
"acs"	"3"	3.03	3.73	0.56	58	0.47	NA	NA	29	"0"
"acs"	"3"	2.47	3.41	0.44	54	0.36	NA	NA	18	"0"
"acs"	"3"	3.62	4.66	0.66	67	0.24	NA	NA	17	"0"
"acs"	"3"	3.65	5.45	0.57	64	0.35	NA	NA	15	"0"
"acs"	"3"	3.3	3.07	0.56	65	0.33	NA	NA	12	"0"
"acs"	"3"	3.47	3.31	0.75	66	0.35	NA	NA	17	"0"
"acs"	"3"	4.02	5.49	0.52	64	0.36	NA	NA	11	"0"
"acs"	"3"	3.26	3.56	0.73	65	0.46	NA	NA	18	"0"
"acs"	"3"	3.68	5.88	0.44	62	0.24	NA	NA	16	"0"
"acs"	"3"	2.66	2.74	0.65	58	0.32	NA	NA	14	"0"
"acs"	"3"	3.59	5.27	0.52	63	0.32	NA	NA	15	"0"
"acs"	"3"	3.73	5.46	0.43	60	0.21	NA	NA	16	"0"
"acs"	"3"	3.88	5.86	0.52	66	0.42	NA	NA	9	"0"
"acs"	"3"	4.14	5.18	0.48	68	0.39	NA	NA	10	"0"
"acs"	"3"	3.42	5.45	0.58	61	0.37	NA	NA	15	"0"
"acs"	"3"	3.46	5.21	0.53	66	0.42	NA	NA	14	"0"
"mmas"	"3"	2.53	3.14	0.26	25	NA	NA	NA	13	"0"
"acs"	"3"	4.97	7.02	0.58	66	0.16	NA	NA	25	"0"
"acs"	"3"	4.33	5.65	0.25	56	0.22	NA	NA	18	"0"
"acs"	"3"	4.81	7.3	0.21	52	0.39	NA	NA	45	"1"
"acs"	"3"	4.88	5.87	0.39	66	0.13	NA	NA	20	"0"
"acs"	"3"	3.91	7.52	0.44	56	0.03	NA	NA	38	"0"
"acs"	"3"	4.45	8.62	0.51	61	0.13	NA	NA	18	"0"
"acs"	"3"	3.75	3.58	0.3	52	0.24	NA	NA	20	"0"
"acs"	"3"	4.18	7.63	0.13	48	0.54	NA	NA	36	"1"
"acs"	"3"	3.91	6.06	0.22	53	0.52	NA	NA	46	"1"
"acs"	"3"	4.36	6.34	0.29	54	0.2	NA	NA	13	"0"
"acs"	"3"	4.6	9.1	0.56	64	0.16	NA	NA	17	"0"
"acs"	"3"	3.6	4.56	0.28	53	0.21	NA	NA	19	"0"
"acs"	"3"	4.2	8.43	0.66	63	0.15	NA	NA	19	"0"
"acs"	"3"	4.27	7.19	0.27	56	0.25	NA	NA	13	"0"
"acs"	"3"	4.29	5.62	0.17	52	0.32	NA	NA	15	"0"
"acs"	"3"	4.45	6.97	0.25	58	0.13	NA	NA	11	"0"
"acs"	"3"	4.15	7.14	0.28	56	0.21	NA	NA	11	"0"
"acs"	"3"	4.23	9.51	0.74	63	0.18	NA	NA	17	"0"
"acs"	"3"	4.32	7.32	0.34	56	0.28	NA	NA	12	"0"
"acs"	"3"	4.28	7.62	0.35	54	0.27	NA	NA	13	"0"
"acs"	"3"	4.19	7.01	0.25	54	0.27	NA	NA	14	"0"
"acs"	"3"	4.01	7.08	0.28	57	0.26	NA	NA	14	"0"
"acs"	"3"	4.38	7.71	0.27	58	0.28	NA	NA	11	"0"
"acs"	"3"	2.64	4.42	0.95	21	0.36	NA	NA	23	"1"
"mmas"	"3"	2.66	5.63	0.44	52	NA	NA	NA	38	"0"
"eas"	"3"	1.23	3.45	0.76	40	NA	NA	357	23	"1"
"acs"	"3"	2.92	2.04	0.56	24	0.18	NA	NA	34	"1"
"ras"	"3"	2.96	1.62	0.33	36	NA	19	NA	44	"0"
"acs"	"3"	2.25	5.07	0.81	24	0.53	NA	NA	43	"1"
"acs"	"3"	2.38	6.22	0.63	54	0.92	NA	NA	40	"1"
"acs"	"3"	2.78	3.18	0.99	17	0.21	NA	NA	25	"0"
"ras"	"3"	2.54	2.48	0.81	61	NA	9	NA	9	"0"
"acs"	"3"	2.62	3.9	0.56	62	0.63	NA	NA	10	"0"
"ras"	"3"	2.53	1.54	0.57	46	NA	30	NA	11	"0"
"ras"	"3"	2.45	3.43	0.92	61	NA	14	NA	18	"0"
"ras"	"3"	2.49	3.33	0.78	61	NA	19	NA	20	"0"
"ras"	"3"	3.05	0.86	0.3	39	NA	12	NA	44	"0"
"ras"	"3"	2.8	0.95	0.41	51	NA	15	NA	39	"0"
"ras"	"3"	2.13	1.1	0.78	47	NA	20	NA	12	"0"
"ras"	"3"	2.43	3.24	0.95	55	NA	14	NA	22	"0"
"ras"	"3"	2.28	1.1	0.84	48	NA	17	NA	12	"0"
"ras"	"3"	2.54	2.7	0.71	48	NA	16	NA	19	"0"
"ras"	"3"	2.57	3.57	0.86	55	NA	14	NA	17	"0"
"ras"	"3"	2.29	2.93	0.92	51	NA	15	NA	22	"0"
"ras"	"3"	2.35	3.7	0.98	45	NA	12	NA	23	"0"
"ras"	"3"	2.32	1.4	0.82	51	NA	17	NA	12	"0"
"ras"	"3"	2.51	3.66	0.89	57	NA	14	NA	17	"0"
"ras"	"3"	2.34	2.73	0.94	53	NA	16	NA	22	"0"
"ras"	"3"	2.51	3.55	0.87	54	NA	11	NA	16	"0"
"acs"	"3"	3.59	7.33	0.22	30	0.88	NA	NA	49	"1"
"mmas"	"3"	1.71	1.08	0.59	66	NA	NA	NA	32	"1"
"mmas"	"3"	4.37	7.64	0.31	9	NA	NA	NA	47	"0"
"eas"	"3"	2.3	7.41	0.63	55	NA	NA	475	43	"1"
"acs"	"3"	3.41	7.41	0.39	16	0.39	NA	NA	22	"1"
"mmas"	"3"	3.67	6.85	0.16	14	NA	NA	NA	45	"0"
"ras"	"3"	3.65	2.49	0.63	79	NA	45	NA	40	"0"
"acs"	"3"	2.19	4.85	0.74	60	0.45	NA	NA	39	"1"
"acs"	"3"	3.4	7.3	0.24	42	0.48	NA	NA	48	"1"
"acs"	"3"	4.03	2.95	0.11	46	0.44	NA	NA	30	"0"
"mmas"	"3"	3.83	5.16	0.19	23	NA	NA	NA	47	"0"
"mmas"	"3"	2.97	5.24	0.14	18	NA	NA	NA	18	"1"
"acs"	"3"	2.27	5.53	0.13	31	0.86	NA	NA	46	"0"
"mmas"	"3"	2.45	3.96	0.15	15	NA	NA	NA	16	"1"
"acs"	"3"	3.67	3.73	0.09	44	0.56	NA	NA	31	"0"
"acs"	"3"	3.81	2.3	0.13	51	0.38	NA	NA	26	"0"
"acs"	"3"	2.73	4.61	0.03	30	0.87	NA	NA	47	"0"
"acs"	"3"	4.52	3.32	0.08	48	0.51	NA	NA	30	"0"
"acs"	"3"	3.77	4.79	0.11	47	0.53	NA	NA	30	"0"
"acs"	"3"	2.96	4.57	0.04	31	0.88	NA	NA	42	"0"
"acs"	"3"	3.73	4.11	0.07	43	0.6	NA	NA	35	"0"
"acs"	"3"	3.99	3.78	0.1	47	0.52	NA	NA	31	"0"
"acs"	"3"	3.85	4.98	0.13	50	0.61	NA	NA	32	"0"
"acs"	"3"	4.07	3.58	0.09	48	0.48	NA	NA	30	"0"
"acs"	"3"	4	5.16	0.11	45	0.49	NA	NA	30	"0"
"acs"	"3"	3.71	3.63	0.12	47	0.46	NA	NA	30	"0"
"acs"	"3"	3.95	5.18	0.09	46	0.49	NA	NA	31	"0"
"acs"	"3"	3.8	4.79	0.1	48	0.55	NA	NA	30	"0"
"acs"	"3"	4.14	3.7	0.1	49	0.43	NA	NA	30	"0"
"ras"	"3"	3.63	7.26	0.34	6	NA	18	NA	24	"0"
"mmas"	"3"	1.52	4.6	0.69	20	NA	NA	NA	35	"1"
"mmas"	"3"	2.18	8.27	0.53	9	NA	NA	NA	47	"1"
"acs"	"3"	1.99	1.41	0.48	39	0.48	NA	NA	42	"1"
"acs"	"3"	3.06	6.38	0.85	6	0.26	NA	NA	26	"1"
"acs"	"3"	2.33	1.61	0.83	33	0.61	NA	NA	28	"0"
"acs"	"3"	2.96	6.02	0.83	15	0.39	NA	NA	29	"1"
"ras"	"3"	2.35	2.55	0.74	27	NA	15	NA	44	"1"
"acs"	"3"	4.24	2.96	0.44	60	0.36	NA	NA	26	"0"
"acs"	"3"	3.45	3.07	1	10	0.52	NA	NA	39	"0"
"acs"	"3"	3.06	0.8	0.37	54	0.69	NA	NA	31	"0"
"acs"	"3"	2.45	7	0.84	19	0.49	NA	NA	31	"1"
"acs"	"3"	3.08	6.53	0.73	19	0.43	NA	NA	36	"1"
"acs"	"3"	4.47	2.83	0.55	64	0.26	NA	NA	23	"0"
"acs"	"3"	3.59	2.48	0.56	60	0.21	NA	NA	22	"0"
"ras"	"3"	2.23	2.67	0.86	26	NA	10	NA	41	"1"
"ras"	"3"	2.43	2.09	0.79	25	NA	11	NA	42	"1"
"ras"	"3"	2.24	2.36	0.71	26	NA	13	NA	47	"1"
"acs"	"3"	3.34	2.59	0.53	60	0.18	NA	NA	20	"0"
"ras"	"3"	2.35	2.3	0.74	32	NA	11	NA	47	"1"
"ras"	"3"	2.31	2.5	0.73	32	NA	13	NA	45	"1"
"ras"	"3"	2.62	1.97	0.71	37	NA	11	NA	47	"1"
"ras"	"3"	2.2	1.56	0.75	35	NA	12	NA	46	"1"
"ras"	"3"	2.56	1.91	0.71	36	NA	15	NA	46	"1"
"acs"	"3"	3.41	2.8	0.51	61	0.16	NA	NA	20	"0"
"acs"	"3"	3.95	3.77	0.71	15	0.73	NA	NA	6	"1"
"eas"	"3"	3.01	9.39	0.28	45	NA	NA	469	49	"1"
"eas"	"3"	1.49	6.03	0.6	43	NA	NA	697	25	"0"
"ras"	"3"	2.76	1.15	0.77	72	NA	13	NA	38	"1"
"acs"	"3"	3.98	2.13	0.69	14	0.1	NA	NA	42	"0"
"ras"	"3"	4.89	6.37	0.76	34	NA	26	NA	29	"0"
"acs"	"3"	3.16	3.62	0.02	27	0.84	NA	NA	8	"0"
"acs"	"3"	1.75	2.59	0.13	23	0.43	NA	NA	7	"0"
"ras"	"3"	2.61	1.02	0.94	88	NA	19	NA	36	"1"
"acs"	"3"	3.01	5.41	0.15	48	0.52	NA	NA	12	"0"
"ras"	"3"	3.78	0.91	0.93	58	NA	29	NA	49	"1"
"ras"	"3"	2.54	0.86	0.95	98	NA	17	NA	40	"1"
"ras"	"3"	2.81	3.33	0.84	78	NA	10	NA	37	"1"
"acs"	"3"	2.69	5.12	0.04	27	0.42	NA	NA	12	"0"
"ras"	"3"	2.94	2.54	0.96	86	NA	22	NA	42	"1"
"acs"	"3"	2.92	4.46	0.02	24	0.37	NA	NA	10	"0"
"acs"	"3"	2.81	5.47	0.1	35	0.52	NA	NA	9	"0"
"acs"	"3"	2.69	4.08	0.04	24	0.3	NA	NA	12	"0"
"acs"	"3"	2.92	5.11	0.03	32	0.65	NA	NA	8	"0"
"acs"	"3"	2.88	5.14	0.07	37	0.58	NA	NA	10	"0"
"acs"	"3"	2.74	5.89	0.02	19	0.45	NA	NA	9	"0"
"acs"	"3"	2.67	5.71	0.09	40	0.6	NA	NA	13	"0"
"acs"	"3"	2.63	4.46	0.07	36	0.69	NA	NA	8	"0"
"acs"	"3"	3.13	5.52	0.04	34	0.66	NA	NA	11	"0"
"acs"	"3"	3.32	4.61	0.08	41	0.56	NA	NA	11	"0"
"acs"	"3"	2.64	5.29	0.13	42	0.62	NA	NA	14	"0"
"acs"	"3"	3.09	5.29	0.11	41	0.5	NA	NA	9	"0"
"acs"	"3"	3.21	5.46	0.05	38	0.68	NA	NA	11	"0"
"acs"	"3"	2.62	5.45	0.14	42	0.6	NA	NA	13	"0"
"acs"	"3"	3.09	5.53	0.04	33	0.67	NA	NA	11	"0"
"acs"	"3"	1.59	4.93	0.96	61	0.63	NA	NA	19	"1"
"as"	"3"	4.4	3.06	0.65	7	NA	NA	NA	44	"1"
"acs"	"3"	2.32	7.54	0.72	5	0.25	NA	NA	16	"0"
"acs"	"3"	2.92	9.95	0.56	51	0.2	NA	NA	33	"0"
"acs"	"3"	2.95	8.02	0.78	10	0.4	NA	NA	10	"0"
"acs"	"3"	3.88	4.21	0.28	59	0.48	NA	NA	21	"0"
"acs"	"3"	3.9	7.81	0.32	51	0.53	NA	NA	27	"0"
"acs"	"3"	3.16	0.54	0.02	20	0.2	NA	NA	22	"0"
"acs"	"3"	1.54	7.54	0.66	24	0.4	NA	NA	8	"0"
"acs"	"3"	3.05	9.73	0.65	51	0.01	NA	NA	30	"0"
"acs"	"3"	4.2	0.55	0.03	11	0.35	NA	NA	27	"1"
"acs"	"3"	4.5	2.26	0.28	62	0.37	NA	NA	16	"0"
"acs"	"3"	3.09	9.33	0.64	49	0.11	NA	NA	24	"0"
"acs"	"3"	2.85	9.01	0.46	40	0.19	NA	NA	28	"0"
"acs"	"3"	3.94	9.99	0.67	56	0.09	NA	NA	36	"0"
"acs"	"3"	4.75	3.64	0.19	53	0.41	NA	NA	13	"0"
"acs"	"3"	4.89	4.28	0.25	61	0.32	NA	NA	10	"0"
"acs"	"3"	3.31	9.46	0.58	47	0.1	NA	NA	24	"0"
"acs"	"3"	4.07	4.57	0.12	46	0.41	NA	NA	17	"0"
"acs"	"3"	4.44	2.83	0.16	50	0.44	NA	NA	18	"0"
"acs"	"3"	3.84	4.75	0.09	49	0.36	NA	NA	17	"0"
"acs"	"3"	4	4.59	0.07	43	0.42	NA	NA	20	"0"
"acs"	"3"	4.66	4.52	0.18	56	0.27	NA	NA	14	"0"
"acs"	"3"	4.86	3.8	0.27	64	0.3	NA	NA	9	"0"
"acs"	"3"	4.64	4.64	0.15	54	0.28	NA	NA	14	"0"
"acs"	"3"	4.94	3.58	0.3	66	0.3	NA	NA	11	"0"
"acs"	"3"	4.58	4.46	0.13	52	0.25	NA	NA	15	"0"
"acs"	"3"	4.61	4.82	0.16	54	0.26	NA	NA	13	"0"
"ras"	"3"	3.85	4.3	0.92	66	NA	55	NA	46	"0"
"eas"	"3"	1.51	7.11	0.2	9	NA	NA	421	33	"1"
"ras"	"3"	3.19	2.03	0.41	27	NA	7	NA	49	"1"
"acs"	"3"	2.93	3.19	0.36	19	0.66	NA	NA	50	"1"
"ras"	"3"	2.24	0.12	0.75	30	NA	31	NA	47	"0"
"ras"	"3"	2.78	1.61	0.63	20	NA	22	NA	42	"0"
"acs"	"3"	2.92	0.48	0.47	34	0.11	NA	NA	39	"1"
"acs"	"3"	2.69	2.56	0.26	23	0.65	NA	NA	42	"0"
"ras"	"3"	3.6	3.45	0.87	35	NA	18	NA	49	"0"
"ras"	"3"	2.97	1.66	0.55	47	NA	28	NA	25	"1"
"acs"	"3"	3.36	1.52	0.4	39	0.04	NA	NA	24	"1"
"ras"	"3"	3.12	2.97	0.76	52	NA	22	NA	44	"0"
"ras"	"3"	2.63	1.38	0.53	33	NA	15	NA	48	"0"
"ras"	"3"	2.59	2.18	0.55	30	NA	20	NA	37	"0"
"ras"	"3"	2.44	0.22	0.42	34	NA	14	NA	48	"0"
"ras"	"3"	2.92	2.89	0.45	40	NA	10	NA	45	"0"
"ras"	"3"	2.64	1.28	0.49	43	NA	17	NA	45	"0"
"ras"	"3"	2.76	1.07	0.42	36	NA	12	NA	49	"0"
"mmas"	"3"	1.41	5.31	0.87	26	NA	NA	NA	36	"0"
"as"	"3"	4.15	2.03	0.27	40	NA	NA	NA	23	"0"
"acs"	"2"	2.9	4.53	0.51	64	0.29	NA	NA	34	"1"
"ras"	"3"	4.26	0.7	0.72	56	NA	11	NA	24	"0"
"acs"	"1"	4.58	6.33	0.41	62	0.02	NA	NA	27	"1"
"acs"	"3"	4.58	2.74	0.62	76	0.62	NA	NA	38	"1"
"ras"	"3"	2.61	4.47	0.94	57	NA	7	NA	15	"0"
"acs"	"3"	4.05	1.7	0.85	44	0.36	NA	NA	11	"1"
"ras"	"3"	4.81	3.53	0.29	25	NA	7	NA	21	"0"
"acs"	"3"	4.7	4.34	0.38	60	0.37	NA	NA	28	"0"
"ras"	"3"	2.37	1.25	0.99	28	NA	30	NA	32	"0"
"ras"	"3"	2.71	2.65	0.95	82	NA	17	NA	9	"0"
"ras"	"3"	2.46	0.94	0.79	52	NA	35	NA	25	"0"
"ras"	"3"	2.18	1.92	0.77	61	NA	16	NA	16	"0"
"ras"	"3"	2.42	2.21	0.82	75	NA	27	NA	17	"0"
"ras"	"3"	3.16	1.22	0.67	83	NA	22	NA	15	"0"
"ras"	"3"	2.41	0.42	0.95	98	NA	22	NA	18	"0"
"ras"	"3"	2.71	4.19	0.75	62	NA	11	NA	15	"0"
"ras"	"3"	2.9	3.4	0.69	56	NA	16	NA	21	"0"
"ras"	"3"	2.77	1.27	0.81	83	NA	31	NA	18	"0"
"ras"	"3"	2.63	1.86	0.86	79	NA	28	NA	17	"0"
"ras"	"3"	2.51	0.96	0.97	96	NA	22	NA	16	"0"
"ras"	"3"	2.41	0.88	0.9	98	NA	17	NA	19	"0"
"ras"	"3"	2.69	2.81	0.48	31	NA	8	NA	21	"1"
"acs"	"3"	4.25	8.43	0.54	25	0.8	NA	NA	36	"1"
"mmas"	"3"	4.8	3.28	0.28	77	NA	NA	NA	46	"1"
"eas"	"3"	2.45	5.46	0.62	44	NA	NA	749	31	"0"
"ras"	"3"	3.08	1.71	0.25	56	NA	38	NA	48	"0"
"acs"	"3"	2.8	4.36	0.36	50	0.79	NA	NA	22	"0"
"acs"	"3"	4.81	4.81	0.14	50	0.17	NA	NA	35	"0"
"mmas"	"3"	2.83	2.36	0.33	50	NA	NA	NA	39	"0"
"acs"	"3"	4.83	6.06	0.68	76	0.61	NA	NA	27	"0"
"acs"	"3"	4.03	0.66	0.18	53	0.72	NA	NA	25	"1"
"ras"	"3"	3.12	2.8	0.66	82	NA	21	NA	10	"0"
"acs"	"3"	2.63	5.53	0.58	47	0.62	NA	NA	33	"0"
"ras"	"3"	3.41	3.63	0.84	64	NA	20	NA	13	"0"
"ras"	"3"	2.76	3.14	0.72	34	NA	21	NA	22	"1"
"ras"	"3"	2.66	2.39	0.43	34	NA	11	NA	23	"1"
"ras"	"3"	3.65	3.41	0.64	62	NA	14	NA	11	"0"
"ras"	"3"	3.28	5.33	0.8	81	NA	12	NA	12	"0"
"ras"	"3"	2.22	1.34	0.47	35	NA	18	NA	22	"1"
"ras"	"3"	2.47	0.89	0.51	31	NA	11	NA	24	"1"
"ras"	"3"	2.42	2.84	0.8	43	NA	21	NA	22	"1"
"ras"	"3"	2.62	3.21	0.36	31	NA	12	NA	20	"1"
"ras"	"3"	2.48	0.25	0.44	34	NA	14	NA	18	"1"
"ras"	"3"	3.73	3.59	0.89	93	NA	11	NA	16	"0"
"ras"	"3"	2.34	0.98	0.44	42	NA	12	NA	18	"1"
"ras"	"3"	2.41	1.05	0.51	38	NA	11	NA	23	"1"
"eas"	"3"	1.4	4	0.2	15	NA	NA	497	8	"1"
